Город	Возраст	Численность населения	Год
Москва	18-25	12	1980
Москва	26-35	12	1980
Москва	36-45	23	1980
Москва	46-60	68	1980
Москва	61-80	41	1980
Москва	80-100	28	1980
Москва	101+	95	1980
Санкт-Петербург	0-3	75	1980
Санкт-Петербург	3-7	82	1980
Санкт-Петербург	8-14	69	1980
Санкт-Петербург	15-18	62	1980
Санкт-Петербург	18-25	60	1980
Санкт-Петербург	26-35	19	1980
Санкт-Петербург	36-45	54	1980
Санкт-Петербург	46-60	47	1980
Санкт-Петербург	61-80	64	1980
Санкт-Петербург	80-100	36	1980
Санкт-Петербург	101+	27	1980
Новосибирск	0-3	67	1980
Новосибирск	3-7	56	1980
Новосибирск	8-14	90	1980
Новосибирск	15-18	40	1980
Новосибирск	18-25	43	1980
Новосибирск	26-35	88	1980
Новосибирск	36-45	36	1980
Новосибирск	46-60	86	1980
Новосибирск	61-80	39	1980
Новосибирск	80-100	43	1980
Новосибирск	101+	54	1980
Екатеринбург	0-3	93	1980
Екатеринбург	3-7	84	1980
Екатеринбург	8-14	82	1980
Екатеринбург	15-18	67	1980
Екатеринбург	18-25	89	1980
Екатеринбург	26-35	40	1980
Екатеринбург	36-45	39	1980
Екатеринбург	46-60	36	1980
Екатеринбург	61-80	48	1980
Екатеринбург	80-100	69	1980
Екатеринбург	101+	40	1980
Казань	0-3	59	1980
Казань	3-7	36	1980
Казань	8-14	74	1980
Казань	15-18	42	1980
Казань	18-25	60	1980
Казань	26-35	81	1980
Казань	36-45	60	1980
Казань	46-60	14	1980
Казань	61-80	13	1980
Казань	80-100	16	1980
Казань	101+	58	1980
Нижний Новгород	0-3	65	1980
Нижний Новгород	3-7	55	1980
Нижний Новгород	8-14	74	1980
Нижний Новгород	15-18	26	1980
Нижний Новгород	18-25	82	1980
Нижний Новгород	26-35	19	1980
Нижний Новгород	36-45	84	1980
Нижний Новгород	46-60	11	1980
Нижний Новгород	61-80	41	1980
Нижний Новгород	80-100	91	1980
Нижний Новгород	101+	15	1980
Челябинск	0-3	20	1980
Челябинск	3-7	45	1980
Челябинск	8-14	15	1980
Челябинск	15-18	73	1980
Челябинск	18-25	48	1980
Челябинск	26-35	54	1980
Челябинск	36-45	32	1980
Челябинск	46-60	27	1980
Челябинск	61-80	40	1980
Челябинск	80-100	18	1980
Челябинск	101+	68	1980
Самара	0-3	19	1980
Самара	3-7	41	1980
Самара	8-14	71	1980
Самара	15-18	15	1980
Самара	18-25	88	1980
Самара	26-35	83	1980
Самара	36-45	13	1980
Самара	46-60	50	1980
Самара	61-80	50	1980
Самара	80-100	13	1980
Самара	101+	58	1980
Омск	0-3	86	1980
Омск	3-7	85	1980
Омск	8-14	15	1980
Омск	15-18	19	1980
Омск	18-25	35	1980
Омск	26-35	46	1980
Омск	36-45	10	1980
Омск	46-60	77	1980
Омск	61-80	31	1980
Омск	80-100	87	1980
Омск	101+	29	1980
Ростов-на-Дону	0-3	69	1980
Ростов-на-Дону	3-7	44	1980
Ростов-на-Дону	8-14	65	1980
Ростов-на-Дону	15-18	59	1980
Ростов-на-Дону	18-25	85	1980
Ростов-на-Дону	26-35	86	1980
Ростов-на-Дону	36-45	73	1980
Ростов-на-Дону	46-60	16	1980
Ростов-на-Дону	61-80	20	1980
Ростов-на-Дону	80-100	40	1980
Ростов-на-Дону	101+	100	1980
Уфа	0-3	37	1980
Уфа	3-7	59	1980
Уфа	8-14	10	1980
Уфа	15-18	44	1980
Уфа	18-25	41	1980
Уфа	26-35	92	1980
Уфа	36-45	94	1980
Уфа	46-60	94	1980
Уфа	61-80	40	1980
Уфа	80-100	80	1980
Уфа	101+	51	1980
Красноярск	0-3	36	1980
Красноярск	3-7	51	1980
Красноярск	8-14	94	1980
Красноярск	15-18	18	1980
Красноярск	18-25	36	1980
Красноярск	26-35	49	1980
Красноярск	36-45	29	1980
Красноярск	46-60	44	1980
Красноярск	61-80	93	1980
Красноярск	80-100	25	1980
Красноярск	101+	43	1980
Москва	0-3	45	1983
Москва	3-7	70	1983
Москва	8-14	64	1983
Москва	15-18	17	1983
Москва	18-25	44	1983
Москва	26-35	36	1983
Москва	36-45	72	1983
Москва	46-60	86	1983
Москва	61-80	61	1983
Москва	80-100	83	1983
Москва	101+	70	1983
Санкт-Петербург	0-3	55	1983
Санкт-Петербург	3-7	55	1983
Санкт-Петербург	8-14	34	1983
Санкт-Петербург	15-18	89	1983
Санкт-Петербург	18-25	80	1983
Санкт-Петербург	26-35	31	1983
Санкт-Петербург	36-45	95	1983
Санкт-Петербург	46-60	44	1983
Санкт-Петербург	61-80	82	1983
Санкт-Петербург	80-100	25	1983
Санкт-Петербург	101+	72	1983
Новосибирск	0-3	31	1983
Новосибирск	3-7	30	1983
Новосибирск	8-14	60	1983
Новосибирск	15-18	69	1983
Новосибирск	18-25	36	1983
Новосибирск	26-35	96	1983
Новосибирск	36-45	44	1983
Новосибирск	46-60	18	1983
Новосибирск	61-80	56	1983
Новосибирск	80-100	10	1983
Новосибирск	101+	54	1983
Екатеринбург	0-3	14	1983
Екатеринбург	3-7	22	1983
Екатеринбург	8-14	66	1983
Екатеринбург	15-18	94	1983
Екатеринбург	18-25	73	1983
Екатеринбург	26-35	12	1983
Екатеринбург	36-45	40	1983
Екатеринбург	46-60	78	1983
Екатеринбург	61-80	69	1983
Екатеринбург	80-100	22	1983
Екатеринбург	101+	47	1983
Казань	0-3	42	1983
Казань	3-7	76	1983
Казань	8-14	37	1983
Казань	15-18	38	1983
Казань	18-25	100	1983
Казань	26-35	96	1983
Казань	36-45	28	1983
Казань	46-60	19	1983
Казань	61-80	84	1983
Казань	80-100	67	1983
Казань	101+	36	1983
Нижний Новгород	0-3	22	1983
Нижний Новгород	3-7	13	1983
Нижний Новгород	8-14	67	1983
Нижний Новгород	15-18	46	1983
Нижний Новгород	18-25	10	1983
Нижний Новгород	26-35	26	1983
Нижний Новгород	36-45	96	1983
Нижний Новгород	46-60	90	1983
Нижний Новгород	61-80	75	1983
Нижний Новгород	80-100	47	1983
Нижний Новгород	101+	29	1983
Челябинск	0-3	18	1983
Челябинск	3-7	90	1983
Челябинск	8-14	28	1983
Челябинск	15-18	97	1983
Челябинск	18-25	65	1983
Челябинск	26-35	11	1983
Челябинск	36-45	27	1983
Челябинск	46-60	18	1983
Челябинск	61-80	50	1983
Челябинск	80-100	27	1983
Челябинск	101+	39	1983
Самара	0-3	55	1983
Самара	3-7	84	1983
Самара	8-14	23	1983
Самара	15-18	67	1983
Самара	18-25	54	1983
Самара	26-35	41	1983
Самара	36-45	15	1983
Самара	46-60	85	1983
Самара	61-80	35	1983
Самара	80-100	87	1983
Самара	101+	74	1983
Омск	0-3	68	1983
Омск	3-7	41	1983
Омск	8-14	32	1983
Омск	15-18	12	1983
Омск	18-25	68	1983
Омск	26-35	15	1983
Омск	36-45	24	1983
Омск	46-60	50	1983
Омск	61-80	55	1983
Омск	80-100	80	1983
Омск	101+	57	1983
Ростов-на-Дону	0-3	46	1983
Ростов-на-Дону	3-7	82	1983
Ростов-на-Дону	8-14	52	1983
Ростов-на-Дону	15-18	56	1983
Ростов-на-Дону	18-25	89	1983
Ростов-на-Дону	26-35	91	1983
Ростов-на-Дону	36-45	50	1983
Ростов-на-Дону	46-60	60	1983
Ростов-на-Дону	61-80	10	1983
Ростов-на-Дону	80-100	26	1983
Ростов-на-Дону	101+	18	1983
Уфа	0-3	10	1983
Уфа	3-7	12	1983
Уфа	8-14	21	1983
Уфа	15-18	52	1983
Уфа	18-25	78	1983
Уфа	26-35	63	1983
Уфа	36-45	37	1983
Уфа	46-60	80	1983
Уфа	61-80	81	1983
Уфа	80-100	75	1983
Уфа	101+	21	1983
Красноярск	0-3	94	1983
Красноярск	3-7	67	1983
Красноярск	8-14	40	1983
Красноярск	15-18	68	1983
Красноярск	18-25	98	1983
Красноярск	26-35	94	1983
Красноярск	36-45	53	1983
Красноярск	46-60	16	1983
Красноярск	61-80	90	1983
Красноярск	80-100	57	1983
Красноярск	101+	44	1983
Москва	0-3	13	1986
Москва	3-7	87	1986
Москва	8-14	54	1986
Москва	15-18	82	1986
Москва	18-25	17	1986
Москва	26-35	76	1986
Москва	36-45	80	1986
Москва	46-60	42	1986
Москва	61-80	88	1986
Москва	80-100	25	1986
Москва	101+	34	1986
Санкт-Петербург	0-3	37	1986
Санкт-Петербург	3-7	21	1986
Санкт-Петербург	8-14	11	1986
Санкт-Петербург	15-18	89	1986
Санкт-Петербург	18-25	66	1986
Санкт-Петербург	26-35	84	1986
Санкт-Петербург	36-45	58	1986
Санкт-Петербург	46-60	63	1986
Санкт-Петербург	61-80	29	1986
Санкт-Петербург	80-100	89	1986
Санкт-Петербург	101+	60	1986
Новосибирск	0-3	65	1986
Новосибирск	3-7	79	1986
Новосибирск	8-14	99	1986
Новосибирск	15-18	78	1986
Новосибирск	18-25	94	1986
Новосибирск	26-35	32	1986
Новосибирск	36-45	93	1986
Новосибирск	46-60	27	1986
Новосибирск	61-80	53	1986
Новосибирск	80-100	22	1986
Новосибирск	101+	10	1986
Екатеринбург	0-3	34	1986
Екатеринбург	3-7	59	1986
Екатеринбург	8-14	73	1986
Екатеринбург	15-18	99	1986
Екатеринбург	18-25	96	1986
Екатеринбург	26-35	52	1986
Екатеринбург	36-45	21	1986
Екатеринбург	46-60	47	1986
Екатеринбург	61-80	35	1986
Екатеринбург	80-100	38	1986
Екатеринбург	101+	82	1986
Казань	0-3	97	1986
Казань	3-7	51	1986
Казань	8-14	31	1986
Казань	15-18	73	1986
Казань	18-25	87	1986
Казань	26-35	53	1986
Казань	36-45	50	1986
Казань	46-60	92	1986
Казань	61-80	46	1986
Казань	80-100	74	1986
Казань	101+	61	1986
Нижний Новгород	0-3	37	1986
Нижний Новгород	3-7	98	1986
Нижний Новгород	8-14	71	1986
Нижний Новгород	15-18	49	1986
Нижний Новгород	18-25	95	1986
Нижний Новгород	26-35	88	1986
Нижний Новгород	36-45	39	1986
Нижний Новгород	46-60	93	1986
Нижний Новгород	61-80	17	1986
Нижний Новгород	80-100	62	1986
Нижний Новгород	101+	84	1986
Челябинск	0-3	37	1986
Челябинск	3-7	46	1986
Челябинск	8-14	59	1986
Челябинск	15-18	99	1986
Челябинск	18-25	64	1986
Челябинск	26-35	60	1986
Челябинск	36-45	46	1986
Челябинск	46-60	76	1986
Челябинск	61-80	53	1986
Челябинск	80-100	45	1986
Челябинск	101+	12	1986
Самара	0-3	84	1986
Самара	3-7	33	1986
Самара	8-14	53	1986
Самара	15-18	92	1986
Самара	18-25	99	1986
Самара	26-35	48	1986
Самара	36-45	30	1986
Самара	46-60	12	1986
Самара	61-80	79	1986
Самара	80-100	74	1986
Самара	101+	62	1986
Омск	0-3	30	1986
Омск	3-7	77	1986
Омск	8-14	12	1986
Омск	15-18	19	1986
Омск	18-25	13	1986
Омск	26-35	37	1986
Омск	36-45	13	1986
Омск	46-60	76	1986
Омск	61-80	28	1986
Омск	80-100	26	1986
Омск	101+	59	1986
Ростов-на-Дону	0-3	57	1986
Ростов-на-Дону	3-7	53	1986
Ростов-на-Дону	8-14	51	1986
Ростов-на-Дону	15-18	73	1986
Ростов-на-Дону	18-25	55	1986
Ростов-на-Дону	26-35	28	1986
Ростов-на-Дону	36-45	72	1986
Ростов-на-Дону	46-60	65	1986
Ростов-на-Дону	61-80	51	1986
Ростов-на-Дону	80-100	89	1986
Ростов-на-Дону	101+	24	1986
Уфа	0-3	70	1986
Уфа	3-7	20	1986
Уфа	8-14	61	1986
Уфа	15-18	41	1986
Уфа	18-25	83	1986
Уфа	26-35	85	1986
Уфа	36-45	64	1986
Уфа	46-60	78	1986
Уфа	61-80	68	1986
Уфа	80-100	76	1986
Уфа	101+	52	1986
Красноярск	0-3	60	1986
Красноярск	3-7	14	1986
Красноярск	8-14	93	1986
Красноярск	15-18	87	1986
Красноярск	18-25	32	1986
Красноярск	26-35	72	1986
Красноярск	36-45	75	1986
Красноярск	46-60	64	1986
Красноярск	61-80	34	1986
Красноярск	80-100	72	1986
Красноярск	101+	15	1986
Москва	0-3	91	1989
Москва	3-7	85	1989
Москва	8-14	65	1989
Москва	15-18	31	1989
Москва	18-25	64	1989
Москва	26-35	36	1989
Москва	36-45	29	1989
Москва	46-60	52	1989
Москва	61-80	58	1989
Москва	80-100	75	1989
Москва	101+	40	1989
Санкт-Петербург	0-3	16	1989
Санкт-Петербург	3-7	27	1989
Санкт-Петербург	8-14	49	1989
Санкт-Петербург	15-18	82	1989
Санкт-Петербург	18-25	93	1989
Санкт-Петербург	26-35	97	1989
Санкт-Петербург	36-45	80	1989
Санкт-Петербург	46-60	26	1989
Санкт-Петербург	61-80	34	1989
Санкт-Петербург	80-100	37	1989
Санкт-Петербург	101+	31	1989
Новосибирск	0-3	61	1989
Новосибирск	3-7	73	1989
Новосибирск	8-14	45	1989
Новосибирск	15-18	75	1989
Новосибирск	18-25	21	1989
Новосибирск	26-35	62	1989
Новосибирск	36-45	61	1989
Новосибирск	46-60	87	1989
Новосибирск	61-80	45	1989
Новосибирск	80-100	67	1989
Новосибирск	101+	37	1989
Екатеринбург	0-3	62	1989
Екатеринбург	3-7	46	1989
Екатеринбург	8-14	33	1989
Екатеринбург	15-18	96	1989
Екатеринбург	18-25	33	1989
Екатеринбург	26-35	56	1989
Екатеринбург	36-45	12	1989
Екатеринбург	46-60	63	1989
Екатеринбург	61-80	33	1989
Екатеринбург	80-100	95	1989
Екатеринбург	101+	40	1989
Казань	0-3	47	1989
Казань	3-7	58	1989
Казань	8-14	68	1989
Казань	15-18	90	1989
Казань	18-25	52	1989
Казань	26-35	30	1989
Казань	36-45	71	1989
Казань	46-60	86	1989
Казань	61-80	43	1989
Казань	80-100	28	1989
Казань	101+	94	1989
Нижний Новгород	0-3	90	1989
Нижний Новгород	3-7	46	1989
Нижний Новгород	8-14	20	1989
Нижний Новгород	15-18	75	1989
Нижний Новгород	18-25	32	1989
Нижний Новгород	26-35	91	1989
Нижний Новгород	36-45	65	1989
Нижний Новгород	46-60	53	1989
Нижний Новгород	61-80	53	1989
Нижний Новгород	80-100	93	1989
Нижний Новгород	101+	76	1989
Челябинск	0-3	77	1989
Челябинск	3-7	17	1989
Челябинск	8-14	100	1989
Челябинск	15-18	13	1989
Челябинск	18-25	70	1989
Челябинск	26-35	16	1989
Челябинск	36-45	45	1989
Челябинск	46-60	59	1989
Челябинск	61-80	22	1989
Челябинск	80-100	23	1989
Челябинск	101+	91	1989
Самара	0-3	35	1989
Самара	3-7	62	1989
Самара	8-14	61	1989
Самара	15-18	55	1989
Самара	18-25	51	1989
Самара	26-35	35	1989
Самара	36-45	63	1989
Самара	46-60	89	1989
Самара	61-80	78	1989
Самара	80-100	83	1989
Самара	101+	42	1989
Омск	0-3	12	1989
Омск	3-7	99	1989
Омск	8-14	63	1989
Омск	15-18	88	1989
Омск	18-25	89	1989
Омск	26-35	39	1989
Омск	36-45	36	1989
Омск	46-60	24	1989
Омск	61-80	92	1989
Омск	80-100	74	1989
Омск	101+	24	1989
Ростов-на-Дону	0-3	23	1989
Ростов-на-Дону	3-7	66	1989
Ростов-на-Дону	8-14	40	1989
Ростов-на-Дону	15-18	93	1989
Ростов-на-Дону	18-25	84	1989
Ростов-на-Дону	26-35	22	1989
Ростов-на-Дону	36-45	90	1989
Ростов-на-Дону	46-60	55	1989
Ростов-на-Дону	61-80	83	1989
Ростов-на-Дону	80-100	14	1989
Ростов-на-Дону	101+	71	1989
Уфа	0-3	58	1989
Уфа	3-7	88	1989
Уфа	8-14	94	1989
Уфа	15-18	100	1989
Уфа	18-25	77	1989
Уфа	26-35	22	1989
Уфа	36-45	92	1989
Уфа	46-60	69	1989
Уфа	61-80	85	1989
Уфа	80-100	55	1989
Уфа	101+	71	1989
Красноярск	0-3	26	1989
Красноярск	3-7	40	1989
Красноярск	8-14	12	1989
Красноярск	15-18	77	1989
Красноярск	18-25	27	1989
Красноярск	26-35	90	1989
Красноярск	36-45	86	1989
Красноярск	46-60	40	1989
Красноярск	61-80	59	1989
Красноярск	80-100	83	1989
Красноярск	101+	10	1989
Москва	0-3	64	1992
Москва	3-7	23	1992
Москва	8-14	73	1992
Москва	15-18	80	1992
Москва	18-25	24	1992
Москва	26-35	23	1992
Москва	36-45	83	1992
Москва	46-60	63	1992
Москва	61-80	10	1992
Москва	80-100	16	1992
Москва	101+	99	1992
Санкт-Петербург	0-3	13	1992
Санкт-Петербург	3-7	87	1992
Санкт-Петербург	8-14	90	1992
Санкт-Петербург	15-18	27	1992
Санкт-Петербург	18-25	14	1992
Санкт-Петербург	26-35	48	1992
Санкт-Петербург	36-45	94	1992
Санкт-Петербург	46-60	46	1992
Санкт-Петербург	61-80	98	1992
Санкт-Петербург	80-100	31	1992
Санкт-Петербург	101+	79	1992
Новосибирск	0-3	10	1992
Новосибирск	3-7	98	1992
Новосибирск	8-14	55	1992
Новосибирск	15-18	96	1992
Новосибирск	18-25	89	1992
Новосибирск	26-35	88	1992
Новосибирск	36-45	54	1992
Новосибирск	46-60	88	1992
Новосибирск	61-80	17	1992
Новосибирск	80-100	80	1992
Новосибирск	101+	86	1992
Екатеринбург	0-3	88	1992
Екатеринбург	3-7	23	1992
Екатеринбург	8-14	68	1992
Екатеринбург	15-18	52	1992
Екатеринбург	18-25	20	1992
Екатеринбург	26-35	96	1992
Екатеринбург	36-45	27	1992
Екатеринбург	46-60	22	1992
Екатеринбург	61-80	10	1992
Екатеринбург	80-100	25	1992
Екатеринбург	101+	60	1992
Казань	0-3	21	1992
Казань	3-7	80	1992
Казань	8-14	20	1992
Казань	15-18	71	1992
Казань	18-25	55	1992
Казань	26-35	23	1992
Казань	36-45	68	1992
Казань	46-60	74	1992
Казань	61-80	50	1992
Казань	80-100	42	1992
Казань	101+	51	1992
Нижний Новгород	0-3	64	1992
Нижний Новгород	3-7	32	1992
Нижний Новгород	8-14	51	1992
Нижний Новгород	15-18	100	1992
Нижний Новгород	18-25	10	1992
Нижний Новгород	26-35	30	1992
Нижний Новгород	36-45	89	1992
Нижний Новгород	46-60	58	1992
Нижний Новгород	61-80	91	1992
Нижний Новгород	80-100	38	1992
Нижний Новгород	101+	21	1992
Челябинск	0-3	62	1992
Челябинск	3-7	41	1992
Челябинск	8-14	74	1992
Челябинск	15-18	18	1992
Челябинск	18-25	61	1992
Челябинск	26-35	78	1992
Челябинск	36-45	48	1992
Челябинск	46-60	20	1992
Челябинск	61-80	61	1992
Челябинск	80-100	65	1992
Челябинск	101+	94	1992
Самара	0-3	60	1992
Самара	3-7	29	1992
Самара	8-14	94	1992
Самара	15-18	23	1992
Самара	18-25	90	1992
Самара	26-35	27	1992
Самара	36-45	46	1992
Самара	46-60	43	1992
Самара	61-80	65	1992
Самара	80-100	10	1992
Самара	101+	15	1992
Омск	0-3	71	1992
Омск	3-7	18	1992
Омск	8-14	94	1992
Омск	15-18	81	1992
Омск	18-25	48	1992
Омск	26-35	60	1992
Омск	36-45	22	1992
Омск	46-60	56	1992
Омск	61-80	45	1992
Омск	80-100	11	1992
Омск	101+	70	1992
Ростов-на-Дону	0-3	67	1992
Ростов-на-Дону	3-7	56	1992
Ростов-на-Дону	8-14	54	1992
Ростов-на-Дону	15-18	14	1992
Ростов-на-Дону	18-25	49	1992
Ростов-на-Дону	26-35	74	1992
Ростов-на-Дону	36-45	87	1992
Ростов-на-Дону	46-60	44	1992
Ростов-на-Дону	61-80	30	1992
Ростов-на-Дону	80-100	83	1992
Ростов-на-Дону	101+	41	1992
Уфа	0-3	55	1992
Уфа	3-7	10	1992
Уфа	8-14	34	1992
Уфа	15-18	86	1992
Уфа	18-25	10	1992
Уфа	26-35	82	1992
Уфа	36-45	43	1992
Уфа	46-60	27	1992
Уфа	61-80	75	1992
Уфа	80-100	65	1992
Уфа	101+	80	1992
Красноярск	0-3	85	1992
Красноярск	3-7	71	1992
Красноярск	8-14	68	1992
Красноярск	15-18	42	1992
Красноярск	18-25	31	1992
Красноярск	26-35	37	1992
Красноярск	36-45	46	1992
Красноярск	46-60	80	1992
Красноярск	61-80	82	1992
Красноярск	80-100	22	1992
Красноярск	101+	69	1992
Москва	0-3	48	1995
Москва	3-7	55	1995
Москва	8-14	96	1995
Москва	15-18	78	1995
Москва	18-25	45	1995
Москва	26-35	76	1995
Москва	36-45	57	1995
Москва	46-60	42	1995
Москва	61-80	35	1995
Москва	80-100	20	1995
Москва	101+	55	1995
Санкт-Петербург	0-3	84	1995
Санкт-Петербург	3-7	54	1995
Санкт-Петербург	8-14	77	1995
Санкт-Петербург	15-18	62	1995
Санкт-Петербург	18-25	64	1995
Санкт-Петербург	26-35	49	1995
Санкт-Петербург	36-45	17	1995
Санкт-Петербург	46-60	63	1995
Санкт-Петербург	61-80	65	1995
Санкт-Петербург	80-100	20	1995
Санкт-Петербург	101+	83	1995
Новосибирск	0-3	51	1995
Новосибирск	3-7	71	1995
Новосибирск	8-14	52	1995
Новосибирск	15-18	56	1995
Новосибирск	18-25	35	1995
Новосибирск	26-35	67	1995
Новосибирск	36-45	38	1995
Новосибирск	46-60	86	1995
Новосибирск	61-80	80	1995
Новосибирск	80-100	47	1995
Новосибирск	101+	10	1995
Екатеринбург	0-3	29	1995
Екатеринбург	3-7	82	1995
Екатеринбург	8-14	71	1995
Екатеринбург	15-18	48	1995
Екатеринбург	18-25	32	1995
Екатеринбург	26-35	100	1995
Екатеринбург	36-45	24	1995
Екатеринбург	46-60	62	1995
Екатеринбург	61-80	40	1995
Екатеринбург	80-100	16	1995
Екатеринбург	101+	95	1995
Казань	0-3	16	1995
Казань	3-7	73	1995
Казань	8-14	35	1995
Казань	15-18	42	1995
Казань	18-25	98	1995
Казань	26-35	83	1995
Казань	36-45	29	1995
Казань	46-60	12	1995
Казань	61-80	75	1995
Казань	80-100	61	1995
Казань	101+	66	1995
Нижний Новгород	0-3	43	1995
Нижний Новгород	3-7	57	1995
Нижний Новгород	8-14	51	1995
Нижний Новгород	15-18	68	1995
Нижний Новгород	18-25	13	1995
Нижний Новгород	26-35	39	1995
Нижний Новгород	36-45	40	1995
Нижний Новгород	46-60	72	1995
Нижний Новгород	61-80	96	1995
Нижний Новгород	80-100	72	1995
Нижний Новгород	101+	32	1995
Челябинск	0-3	94	1995
Челябинск	3-7	66	1995
Челябинск	8-14	25	1995
Челябинск	15-18	49	1995
Челябинск	18-25	92	1995
Челябинск	26-35	11	1995
Челябинск	36-45	62	1995
Челябинск	46-60	70	1995
Челябинск	61-80	64	1995
Челябинск	80-100	15	1995
Челябинск	101+	79	1995
Самара	0-3	58	1995
Самара	3-7	54	1995
Самара	8-14	11	1995
Самара	15-18	53	1995
Самара	18-25	78	1995
Самара	26-35	13	1995
Самара	36-45	44	1995
Самара	46-60	69	1995
Самара	61-80	12	1995
Самара	80-100	32	1995
Самара	101+	82	1995
Омск	0-3	66	1995
Омск	3-7	59	1995
Омск	8-14	40	1995
Омск	15-18	98	1995
Омск	18-25	77	1995
Омск	26-35	35	1995
Омск	36-45	97	1995
Омск	46-60	20	1995
Омск	61-80	31	1995
Омск	80-100	99	1995
Омск	101+	57	1995
Ростов-на-Дону	0-3	28	1995
Ростов-на-Дону	3-7	18	1995
Ростов-на-Дону	8-14	77	1995
Ростов-на-Дону	15-18	64	1995
Ростов-на-Дону	18-25	85	1995
Ростов-на-Дону	26-35	41	1995
Ростов-на-Дону	36-45	67	1995
Ростов-на-Дону	46-60	67	1995
Ростов-на-Дону	61-80	16	1995
Ростов-на-Дону	80-100	69	1995
Ростов-на-Дону	101+	54	1995
Уфа	0-3	34	1995
Уфа	3-7	62	1995
Уфа	8-14	36	1995
Уфа	15-18	32	1995
Уфа	18-25	19	1995
Уфа	26-35	76	1995
Уфа	36-45	34	1995
Уфа	46-60	41	1995
Уфа	61-80	83	1995
Уфа	80-100	93	1995
Уфа	101+	32	1995
Красноярск	0-3	34	1995
Красноярск	3-7	49	1995
Красноярск	8-14	27	1995
Красноярск	15-18	34	1995
Красноярск	18-25	33	1995
Красноярск	26-35	24	1995
Красноярск	36-45	47	1995
Красноярск	46-60	61	1995
Красноярск	61-80	35	1995
Красноярск	80-100	61	1995
Красноярск	101+	24	1995
Москва	0-3	29	1998
Москва	3-7	18	1998
Москва	8-14	41	1998
Москва	15-18	23	1998
Москва	18-25	95	1998
Москва	26-35	94	1998
Москва	36-45	17	1998
Москва	46-60	49	1998
Москва	61-80	65	1998
Москва	80-100	50	1998
Москва	101+	46	1998
Санкт-Петербург	0-3	43	1998
Санкт-Петербург	3-7	90	1998
Санкт-Петербург	8-14	27	1998
Санкт-Петербург	15-18	78	1998
Санкт-Петербург	18-25	18	1998
Санкт-Петербург	26-35	99	1998
Санкт-Петербург	36-45	42	1998
Санкт-Петербург	46-60	20	1998
Санкт-Петербург	61-80	63	1998
Санкт-Петербург	80-100	74	1998
Санкт-Петербург	101+	78	1998
Новосибирск	0-3	92	1998
Новосибирск	3-7	78	1998
Новосибирск	8-14	20	1998
Новосибирск	15-18	50	1998
Новосибирск	18-25	98	1998
Новосибирск	26-35	97	1998
Новосибирск	36-45	96	1998
Новосибирск	46-60	99	1998
Новосибирск	61-80	65	1998
Новосибирск	80-100	97	1998
Новосибирск	101+	99	1998
Екатеринбург	0-3	10	1998
Екатеринбург	3-7	85	1998
Екатеринбург	8-14	82	1998
Екатеринбург	15-18	12	1998
Екатеринбург	18-25	54	1998
Екатеринбург	26-35	93	1998
Екатеринбург	36-45	14	1998
Екатеринбург	46-60	14	1998
Екатеринбург	61-80	21	1998
Екатеринбург	80-100	55	1998
Екатеринбург	101+	62	1998
Казань	0-3	76	1998
Казань	3-7	28	1998
Казань	8-14	100	1998
Казань	15-18	42	1998
Казань	18-25	14	1998
Казань	26-35	41	1998
Казань	36-45	42	1998
Казань	46-60	42	1998
Казань	61-80	13	1998
Казань	80-100	36	1998
Казань	101+	62	1998
Нижний Новгород	0-3	30	1998
Нижний Новгород	3-7	14	1998
Нижний Новгород	8-14	59	1998
Нижний Новгород	15-18	96	1998
Нижний Новгород	18-25	45	1998
Нижний Новгород	26-35	79	1998
Нижний Новгород	36-45	51	1998
Нижний Новгород	46-60	89	1998
Нижний Новгород	61-80	18	1998
Нижний Новгород	80-100	94	1998
Нижний Новгород	101+	94	1998
Челябинск	0-3	64	1998
Челябинск	3-7	63	1998
Челябинск	8-14	36	1998
Челябинск	15-18	40	1998
Челябинск	18-25	30	1998
Челябинск	26-35	56	1998
Челябинск	36-45	78	1998
Челябинск	46-60	19	1998
Челябинск	61-80	62	1998
Челябинск	80-100	14	1998
Челябинск	101+	64	1998
Самара	0-3	99	1998
Самара	3-7	62	1998
Самара	8-14	43	1998
Самара	15-18	89	1998
Самара	18-25	33	1998
Самара	26-35	33	1998
Самара	36-45	43	1998
Самара	46-60	54	1998
Самара	61-80	72	1998
Самара	80-100	32	1998
Самара	101+	24	1998
Омск	0-3	17	1998
Омск	3-7	98	1998
Омск	8-14	88	1998
Омск	15-18	64	1998
Омск	18-25	85	1998
Омск	26-35	15	1998
Омск	36-45	99	1998
Омск	46-60	76	1998
Омск	61-80	54	1998
Омск	80-100	91	1998
Омск	101+	83	1998
Ростов-на-Дону	0-3	61	1998
Ростов-на-Дону	3-7	83	1998
Ростов-на-Дону	8-14	20	1998
Ростов-на-Дону	15-18	41	1998
Ростов-на-Дону	18-25	46	1998
Ростов-на-Дону	26-35	86	1998
Ростов-на-Дону	36-45	89	1998
Ростов-на-Дону	46-60	92	1998
Ростов-на-Дону	61-80	41	1998
Ростов-на-Дону	80-100	16	1998
Ростов-на-Дону	101+	78	1998
Уфа	0-3	90	1998
Уфа	3-7	36	1998
Уфа	8-14	51	1998
Уфа	15-18	66	1998
Уфа	18-25	26	1998
Уфа	26-35	15	1998
Уфа	36-45	11	1998
Уфа	46-60	63	1998
